,Unnamed: 0,Institution Name,City,State,Zip Code,zip,Type,Latitude,Longitude,Number of Undergraduate Students,Average Cost for Academic Year Institution,Average Cost for Program Year Institution,Tuition Fee for In-District Students,Tuition Fee for Out-of-State Students,Admission Rate,county,Median Income,Total Count,Below Poverty,Above Poverty,Poverty Rate
139,139,The University of Texas Medical Branch at Galveston,Galveston,TX,77555-0129,77555,Public,29.310758,-94.775956,585.0,,,,,,Galveston,83913,344758,37987,306771,11.018453523921128
140,140,Texarkana College,Texarkana,TX,75599,75599,Public,33.441868,-94.078,1635.0,12984.0,,2476.0,5332.0,,Bowie,56628,86991,15117,71874,17.37765975790599
141,141,Texas A & M University-Kingsville,Kingsville,TX,78363,78363,Public,27.525168,-97.882387,4562.0,22081.0,,9892.0,25746.0,0.9655,Kleberg,52487,29068,8885,20183,30.566258428512455
142,142,Texas A & M University-College Station,College Station,TX,77843-1246,77843,Public,30.618726,-96.336475,56792.0,31451.0,,13239.0,40139.0,0.6265,Brazos,57562,216892,52720,164172,24.307028382789593
143,143,The University of Texas at Arlington,Arlington,TX,76013,76013,Public,32.729718,-97.11296,30503.0,24530.0,,11727.0,29299.0,0.808,Tarrant,78872,2083760,229643,1854117,11.02060697969056
144,144,The University of Texas at Austin,Austin,TX,78705,78705,Public,30.282825,-97.738273,40980.0,29361.0,,11698.0,41070.0,0.3135,Travis,92731,1262697,142451,1120246,11.281487165963014
145,145,The University of Texas at Dallas,Richardson,TX,75080-3021,75080,Public,32.984673,-96.749702,21586.0,28456.0,,14564.0,39776.0,0.8474,Dallas,70732,2573799,359882,2213917,13.982521556656131
146,146,The University of Texas at El Paso,El Paso,TX,79968-0691,79968,Public,31.77015,-106.504098,20123.0,19344.0,,9744.0,25152.0,0.9992,El Paso,55417,849872,165778,684094,19.50623152662989
147,147,The University of Texas at Tyler,Tyler,TX,75799-6699,75799,Public,32.315772,-95.254337,6568.0,22535.0,,9855.0,25693.0,0.9387,Smith,69053,228331,28799,199532,12.6128296201567
148,148,Texas Chiropractic College Foundation Inc,Pasadena,TX,77505-1699,77505,Private for Profit,29.663702,-95.150135,,,,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
149,149,Texas Christian University,Fort Worth,TX,76129,76129,Private for Profit,32.70961,-97.364758,10510.0,71425.0,,53980.0,53980.0,0.561,Tarrant,78872,2083760,229643,1854117,11.02060697969056
150,150,Texas College,Tyler,TX,75702,75702,Private for Profit,32.37456,-95.312454,642.0,21437.0,,10008.0,10008.0,,Smith,69053,228331,28799,199532,12.6128296201567
151,151,University of North Texas Health Science Center,Fort Worth,TX,76107-2699,76107,Public,32.749907,-97.369138,5.0,,,,,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
152,152,Texas Lutheran University,Seguin,TX,78155-5999,78155,Private for Profit,29.573261,-97.982669,1307.0,45182.0,,33920.0,33920.0,0.9183,Guadalupe,88111,171796,14956,156840,8.705674171692007
153,153,The University of Texas Permian Basin,Odessa,TX,79762-0001,79762,Public,31.889509,-102.329634,4060.0,22113.0,,9234.0,21474.0,0.9471,Ector,70566,160274,25297,134977,15.783595592547762
154,154,The University of Texas at San Antonio,San Antonio,TX,78249-1644,78249,Public,29.583709,-98.620657,29112.0,21660.0,,8945.0,21253.0,0.869,Bexar,67275,1977132,299972,1677160,15.172077534529812
155,155,Texas Southern University,Houston,TX,77004,77004,Public,29.721046,-95.361113,6830.0,24679.0,,9173.0,21413.0,0.968,Harris,70789,4677056,737681,3939375,15.772336273074345
156,156,Texas Tech University,Lubbock,TX,79409-5005,79409,Public,33.583448,-101.874783,32346.0,27249.0,,11852.0,24122.0,0.6734,Lubbock,61911,298979,51472,247507,17.215924864288127
157,157,Texas Wesleyan University,Fort Worth,TX,76105-1536,76105,Private for Profit,32.732962,-97.279613,1549.0,43598.0,,36128.0,36128.0,0.6093,Tarrant,78872,2083760,229643,1854117,11.02060697969056
158,158,Texas Woman's University,Denton,TX,76204,76204,Public,33.226211,-97.127842,8876.0,20019.0,,8311.0,18103.0,0.9363,Denton,104180,903074,66977,836097,7.416557225653711
159,159,Trinity University,San Antonio,TX,78212-7200,78212,Private for Profit,29.462682,-98.48186,2491.0,63684.0,,49264.0,49264.0,0.3051,Bexar,67275,1977132,299972,1677160,15.172077534529812
160,160,The University of Texas Health Science Center at Houston,Houston,TX,77030,77030,Public,29.702873,-95.403183,554.0,,,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
161,161,Texas Tech University Health Sciences Center,Lubbock,TX,79430,79430,Public,33.589284,-101.891915,1448.0,,,,,,Lubbock,61911,298979,51472,247507,17.215924864288127
162,162,Tyler Junior College,Tyler,TX,75701,75701,Public,32.33601,-95.284122,9045.0,16240.0,,2962.0,5482.0,,Smith,69053,228331,28799,199532,12.6128296201567
163,163,Universal Technical Institute of Texas Inc.,Houston,TX,77073,77073,Private Non-Profit,29.990487,-95.412113,1845.0,,24601.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
164,164,UCAS University of Cosmetology Arts & Sciences-McAllen,McAllen,TX,78504,78504,Private Non-Profit,26.279439,-98.21787,124.0,,18202.0,,,,Hidalgo,49371,863824,239276,624548,27.69962399748097
165,165,Vernon College,Vernon,TX,76384-4092,76384,Public,34.159298,-99.319094,1937.0,13316.0,,4080.0,6480.0,,Wilbarger,50769,12200,2244,9956,18.393442622950825
166,166,Victoria Beauty & Barber College,Victoria,TX,77901-6233,77901,Private Non-Profit,28.807928,-96.990854,94.0,,17475.0,,,,Victoria,66308,89351,14870,74481,16.642231200546163
167,167,Victoria College,Victoria,TX,77901,77901,Public,28.816446,-96.979226,2346.0,10922.0,,2712.0,5112.0,,Victoria,66308,89351,14870,74481,16.642231200546163
168,168,Vogue College of Cosmetology-McAllen,McAllen,TX,78501-1945,78501,Private Non-Profit,26.232656,-98.223022,305.0,,30130.0,,,,Hidalgo,49371,863824,239276,624548,27.69962399748097
169,169,Wayland Baptist University,Plainview,TX,79072,79072,Private for Profit,34.187677,-101.730042,2138.0,34453.0,,22368.0,22368.0,0.6972,Hale,50721,30229,5596,24633,18.512024876773957
170,170,Weatherford College,Weatherford,TX,76086-5699,76086,Public,32.74133,-97.792629,3604.0,14900.0,,4020.0,8610.0,,Parker,95721,149019,11791,137228,7.912413853267034
171,171,West Texas A & M University,Canyon,TX,79016-0001,79016,Public,34.982789,-101.914736,6828.0,22672.0,,9101.0,10996.0,0.9163,Randall,78038,138573,13072,125501,9.433295086344382
172,172,Western Texas College,Snyder,TX,79549,79549,Public,32.678458,-100.914945,487.0,11535.0,,3030.0,5460.0,,Scurry,58932,14862,1757,13105,11.822096622258108
173,173,Wharton County Junior College,Wharton,TX,77488,77488,Public,29.3238,-96.085815,4757.0,10303.0,,2520.0,5048.0,,Wharton,59712,40955,5998,34957,14.645342449029425
174,174,Wiley College,Marshall,TX,75670,75670,Private for Profit,32.537641,-94.376814,698.0,20235.0,,13500.0,13500.0,,Harrison,63427,66994,10946,56048,16.338776606860318
175,175,Parker University,Dallas,TX,75229-5668,75229,Private for Profit,32.880335,-96.893564,411.0,31277.0,,15718.0,15718.0,,Dallas,70732,2573799,359882,2213917,13.982521556656131
176,176,Houston Graduate School of Theology,Houston,TX,77035-3602,77035,Private for Profit,29.673594,-95.448846,,,,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
177,177,Palo Alto College,San Antonio,TX,78224-2499,78224,Public,29.322955,-98.543468,7756.0,10756.0,,3262.0,14272.0,,Bexar,67275,1977132,299972,1677160,15.172077534529812
178,178,Sebring Career Schools-Huntsville,Huntsville,TX,77340,77340,Private Non-Profit,30.702549,-95.549878,15.0,,23160.0,,,,Walker,47193,60850,11841,49009,19.45932621199671
179,179,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,78201,78201,Private Non-Profit,29.493246,-98.551137,68.0,,21963.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
180,180,Central Texas Beauty College-Round Rock,Round Rock,TX,78664-4604,78664,Private Non-Profit,30.520723,-97.685077,106.0,,12540.0,,,,Williamson,102851,612543,38840,573703,6.340779341205434
181,181,Collin County Community College District,McKinney,TX,75069,75069,Public,33.16241,-96.63894,25111.0,13193.0,,1864.0,5614.0,,Collin,113255,1071135,67718,1003417,6.322078916289731
182,182,Ogle School Hair Skin Nails-Hurst,Hurst,TX,76053-4650,76053,Private Non-Profit,32.822035,-97.201403,227.0,,23076.0,,,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
183,183,Paul Mitchell the School-Houston,Houston,TX,77043,77043,Private Non-Profit,29.785868,-95.559723,330.0,,22573.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
184,184,Commonwealth Institute of Funeral Service,Houston,TX,77090-5918,77090,Private for Profit,29.989545,-95.430153,275.0,35230.0,,15313.0,15313.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
185,185,Interactive College of Technology,Houston,TX,77063,77063,Private Non-Profit,29.734143,-95.539975,90.0,19325.0,,10730.0,10730.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
186,186,Seguin Beauty School-New Braunfels,New Braunfels,TX,78130,78130,Private Non-Profit,29.70187,-98.125943,0.0,,21360.0,,,,Comal,93744,163887,9998,153889,6.100544887635993
187,187,Northwest Educational Center,Houston,TX,77092,77092,Private Non-Profit,29.813796,-95.473149,69.0,,16558.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
188,188,PCI Health Training Center,Dallas,TX,75247-4720,75247,Private Non-Profit,32.82007,-96.876316,282.0,,22633.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
189,189,Remington College-Fort Worth Campus,Fort Worth,TX,76112-1225,76112,Private for Profit,32.776152,-97.213702,181.0,29995.0,,19258.0,19258.0,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
190,190,UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,78214,78214,Private Non-Profit,29.354354,-98.484836,28.0,,,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
191,191,School of Automotive Machinists & Technology,Houston,TX,77055-1803,77055,Private Non-Profit,29.805166,-95.476017,125.0,,30723.0,,,0.7705,Harris,70789,4677056,737681,3939375,15.772336273074345
192,192,Nuvani Institute,San Antonio,TX,78212-1901,78212,Private Non-Profit,29.457062,-98.498977,17.0,,24600.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
193,193,Nuvani Institute,Eagle Pass,TX,78852-4859,78852,Private Non-Profit,28.707864,-100.506009,71.0,,24022.0,,,,Maverick,48497,57490,13473,44017,23.435380066098453
194,194,Texas College of Cosmetology-Abilene,Abilene,TX,79605,79605,Private Non-Profit,32.448891,-99.747159,75.0,,21619.0,,,,Taylor,61806,136790,19947,116843,14.582206301630237
195,195,College of Health Care Professions,Houston,TX,77054,77054,Private Non-Profit,29.678462,-95.420012,365.0,,31685.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
196,196,Center for Advanced Legal Studies,Houston,TX,77042-1912,77042,Private Non-Profit,29.75302,-95.558831,218.0,,16859.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
197,197,Houston Training School-Main Campus,Houston,TX,77029,77029,Private Non-Profit,29.77291,-95.24417,268.0,,11503.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
198,198,Ogle School Hair Skin Nails-Dallas,Dallas,TX,75214-2389,75214,Private Non-Profit,32.836833,-96.754693,390.0,,23597.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
199,199,Southwest College for the Deaf,Big Spring,TX,79720-7298,79720,Public,32.226498,-101.50294,54.0,14324.0,,2720.0,14000.0,,Howard,67243,30537,4428,26109,14.500442086648984
200,200,Central Texas Beauty College-Temple,Temple,TX,76504-6948,76504,Private Non-Profit,31.084871,-97.379234,134.0,,12265.0,,,,Bell,62858,360787,52988,307799,14.68678195167786
201,201,College of Biblical Studies-Houston,Houston,TX,77036-3211,77036,Private for Profit,29.716676,-95.506559,205.0,16729.0,,7475.0,9275.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
202,202,The College of Health Care Professions-Northwest,Houston,TX,77092,77092,Private Non-Profit,29.836247,-95.485204,3201.0,,36625.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
203,203,Fortis College,Houston,TX,77082,77082,Private Non-Profit,29.732861,-95.64832,258.0,,34707.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
204,204,Tri-State Cosmetology Institute,El Paso,TX,79935,79935,Private Non-Profit,31.749969,-106.3372,146.0,,20788.0,,,,El Paso,55417,849872,165778,684094,19.50623152662989
205,205,Southern Careers Institute-Corpus Christi,Corpus Christi,TX,78414,78414,Private Non-Profit,27.68504,-97.363145,470.0,,28423.0,,,,Nueces,64027,345480,59784,285696,17.30461965960403
206,206,Galen College of Nursing-San Antonio,San Antonio,TX,78229,78229,Private Non-Profit,29.507685,-98.585653,3163.0,,,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
207,207,UCAS University of Cosmetology Arts & Sciences-Harlingen,Harlingen,TX,78550-5034,78550,Private Non-Profit,26.20168,-97.684044,60.0,,21292.0,,,,Cameron,47435,418955,106182,312773,25.34448807151126
208,208,Southern Careers Institute-Pharr,Pharr,TX,78577,78577,Private Non-Profit,26.211217,-98.201038,645.0,,28830.0,,,,Hidalgo,49371,863824,239276,624548,27.69962399748097
209,209,South Texas College,McAllen,TX,78501,78501,Public,26.217591,-98.253634,17846.0,7764.0,,4230.0,7500.0,,Hidalgo,49371,863824,239276,624548,27.69962399748097
210,210,Baldwin Beauty School-North Austin,Austin,TX,78757-7068,78757,Private Non-Profit,30.365855,-97.729371,105.0,,19281.0,,,,Travis,92731,1262697,142451,1120246,11.281487165963014
211,211,The University of Texas MD Anderson Cancer Center,Houston,TX,77030-4009,77030,Public,29.707016,-95.396804,337.0,,,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
212,212,Messenger College,Bedford,TX,76021,76021,Private for Profit,32.85076,-97.161015,19.0,23025.0,,11040.0,11040.0,0.5,Tarrant,78872,2083760,229643,1854117,11.02060697969056
213,213,Pipo Academy of Hair Design,El Paso,TX,79903,79903,Private Non-Profit,31.78446,-106.459711,14.0,,10864.0,,,,El Paso,55417,849872,165778,684094,19.50623152662989
214,214,Tint School of Makeup and Cosmetology-Dallas,Grand Prairie,TX,75051,75051,Private Non-Profit,32.708337,-97.001678,103.0,,23322.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
215,215,Texas College of Cosmetology-San Angelo,San Angelo,TX,76904,76904,Private Non-Profit,31.420928,-100.47194,85.0,,21466.0,,,,Tom Green,67215,113564,13332,100232,11.73963580007749
216,216,Northwest Vista College,San Antonio,TX,78251,78251,Public,29.471308,-98.70513,12964.0,11019.0,,3262.0,14272.0,,Bexar,67275,1977132,299972,1677160,15.172077534529812
217,217,Bakke Graduate University,Dallas,TX,75243-7039,75243,Private for Profit,32.894605,-96.753976,,,,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
218,218,Mid Cities Barber College,Grand Prairie,TX,75051-4892,75051,Private Non-Profit,32.710329,-97.006955,32.0,,15628.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
219,219,American College of Acupuncture and Oriental Med,Houston,TX,77063-4104,77063,Private Non-Profit,29.735747,-95.524765,,,,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
220,220,AOMA Graduate School of Integrative Medicine,Austin,TX,78745,78745,Private Non-Profit,30.228551,-97.800643,,,,,,,Travis,92731,1262697,142451,1120246,11.281487165963014
221,221,Southern Careers Institute-San Antonio,San Antonio,TX,78221,78221,Private Non-Profit,29.355774,-98.494238,611.0,,27171.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
222,222,Texas Health and Science University,Austin,TX,78704,78704,Private Non-Profit,30.233143,-97.785289,23.0,,,,,,Travis,92731,1262697,142451,1120246,11.281487165963014
223,223,International Beauty College,Garland,TX,75040-3294,75040,Private Non-Profit,32.945805,-96.645638,68.0,,18750.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
224,224,CET-El Paso,El Paso,TX,79907,79907,Private for Profit,31.696199,-106.323115,72.0,,21925.0,,,,El Paso,55417,849872,165778,684094,19.50623152662989
225,225,Academy of Hair Design-Lufkin,Lufkin,TX,75904,75904,Private Non-Profit,31.330724,-94.718704,82.0,,17194.0,,,,Angelina,57055,84075,13536,70539,16.09991079393399
226,226,Pathway Vocational Academy,Beaumont,TX,77701-4650,77701,Private Non-Profit,30.067103,-94.122709,49.0,,22324.0,,,,Jefferson,57294,239089,43498,195591,18.193225117006637
227,227,Toni & Guy Hairdressing Academy-Plano,Plano,TX,75093,75093,Private Non-Profit,33.026159,-96.797544,113.0,,26242.0,,,,Collin,113255,1071135,67718,1003417,6.322078916289731
228,228,Advanced Barber College and Hair Design,Weslaco,TX,78596,78596,Private Non-Profit,26.131543,-97.958247,134.0,,26642.0,,,,Hidalgo,49371,863824,239276,624548,27.69962399748097
229,229,The College of Health Care Professions-Austin,Austin,TX,78723,78723,Private Non-Profit,30.322978,-97.699064,697.0,,33631.0,,,,Travis,92731,1262697,142451,1120246,11.281487165963014
230,230,Chicago School of Professional Psychology-College of Nursing,Richardson,TX,75080,75080,Private for Profit,32.979753,-96.75721,65.0,,31930.0,,,0.2717,Dallas,70732,2573799,359882,2213917,13.982521556656131
231,231,Milan Institute-San Antonio Ingram,San Antonio,TX,78238,78238,Private Non-Profit,29.463767,-98.624719,247.0,,29145.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
232,232,The King's University,Southlake,TX,76092,76092,Private for Profit,32.93973,-97.121526,255.0,27335.0,,12720.0,12720.0,0.9375,Tarrant,78872,2083760,229643,1854117,11.02060697969056
233,233,Interactive College of Technology,Pasadena,TX,77502,77502,Private Non-Profit,29.690435,-95.213765,51.0,19821.0,,10610.0,10610.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
234,234,Milan Institute-Amarillo,Amarillo,TX,79106,79106,Private Non-Profit,35.185278,-101.916984,154.0,,31632.0,,,,Potter,47974,111208,23029,88179,20.708042586864252
235,235,Texas Barber College,Houston,TX,77036,77036,Private Non-Profit,29.69036,-95.532975,444.0,,20682.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
236,236,Concorde Career College-Grand Prairie,Grand Prairie,TX,75052-3831,75052,Private Non-Profit,32.675369,-97.05498,849.0,,29812.0,,,1.0,Dallas,70732,2573799,359882,2213917,13.982521556656131
237,237,Lamar Institute of Technology,Beaumont,TX,77705,77705,Public,30.047885,-94.077126,2971.0,14150.0,,2844.0,12636.0,,Jefferson,57294,239089,43498,195591,18.193225117006637
238,238,Aviation Institute of Maintenance-Dallas,Irving,TX,75061,75061,Private Non-Profit,32.836068,-96.941822,406.0,28111.0,,16757.0,16757.0,,Dallas,70732,2573799,359882,2213917,13.982521556656131
239,239,Dallas Barber & Stylist College,Dallas,TX,75243,75243,Private Non-Profit,32.909891,-96.737009,24.0,,23156.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
240,240,Jay's Technical Institute,Houston,TX,77071,77071,Private Non-Profit,29.64877,-95.525281,52.0,,25478.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
241,241,Trend Barber College,Houston,TX,77071-2202,77071,Private Non-Profit,29.65621,-95.522116,29.0,,19987.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
242,242,Valley Grande Institute for Academic Studies,Weslaco,TX,78596,78596,Private for Profit,26.158256,-97.990391,229.0,,18418.0,,,,Hidalgo,49371,863824,239276,624548,27.69962399748097
243,243,Interactive College of Technology,Houston,TX,77060-2303,77060,Private Non-Profit,29.945555,-95.403559,48.0,19112.0,,10610.0,10610.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
244,244,Baptist University of the Americas,San Antonio,TX,78224-1443,78224,Private for Profit,29.342919,-98.541223,108.0,13183.0,,6768.0,6768.0,,Bexar,67275,1977132,299972,1677160,15.172077534529812
245,245,Auguste Escoffier School of Culinary Arts-Austin,Austin,TX,78752,78752,Private Non-Profit,30.326455,-97.717865,437.0,,20061.0,,,,Travis,92731,1262697,142451,1120246,11.281487165963014
246,246,Culinary Institute Inc,Houston,TX,77022-4322,77022,Private Non-Profit,29.823623,-95.378633,336.0,33982.0,,17279.0,17279.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
247,247,American InterContinental University-Houston,Houston,TX,77042,77042,Private Non-Profit,29.728216,-95.548302,122.0,24626.0,,14725.0,14725.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
248,248,Remington College-North Houston Campus,Houston,TX,77067,77067,Private for Profit,29.946769,-95.424881,185.0,29173.0,,19518.0,19518.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
249,249,Altierus Career College-Bissonnet,Houston,TX,77036-8001,77036,Private for Profit,29.677415,-95.544702,260.0,27840.0,,15822.0,15822.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
250,250,Academy of Hair Design-Jasper,Jasper,TX,75951,75951,Private Non-Profit,30.908648,-94.004879,56.0,,16680.0,,,,Jasper,48818,31924,7291,24633,22.83861671469741
251,251,The College of Health Care Professions-Southwest Houston,Houston,TX,77074,77074,Private Non-Profit,29.701897,-95.517146,714.0,,34166.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
252,252,Texas Health School,Houston,TX,77079,77079,Private Non-Profit,29.783709,-95.586269,109.0,,34294.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
253,253,The College of Health Care Professions-San Antonio,San Antonio,TX,78229,78229,Private Non-Profit,29.488876,-98.576627,660.0,,31119.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
254,254,CCI Training Center-Arlington,Arlington,TX,76011,76011,Private Non-Profit,32.755006,-97.101289,187.0,,20782.0,,,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
255,255,Champion Beauty College,Houston,TX,77068,77068,Private Non-Profit,29.99352,-95.489161,22.0,,19073.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
256,256,Southeast Texas Career Institute,Silsbee,TX,77656,77656,Private Non-Profit,30.341896,-94.169885,71.0,,20076.0,,,,Hardin,70164,55766,7506,48260,13.459814223720546
257,257,Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,78221,78221,Private Non-Profit,29.358241,-98.500738,164.0,,22680.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
258,258,Brite Divinity School,Fort Worth,TX,76129,76129,Private for Profit,32.710145,-97.359137,,,,,,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
259,259,Trend Barber College,Houston,TX,77090,77090,Private Non-Profit,29.982205,-95.435485,84.0,,21305.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
260,260,Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,77803,77803,Private Non-Profit,30.667077,-96.370573,16.0,,16700.0,,,,Brazos,57562,216892,52720,164172,24.307028382789593
261,261,Southwest University at El Paso,El Paso,TX,79925,79925,Private Non-Profit,31.788346,-106.413158,1596.0,24000.0,,16000.0,16000.0,,El Paso,55417,849872,165778,684094,19.50623152662989
262,262,Paul Mitchell the School-Austin,Austin,TX,78759,78759,Private Non-Profit,30.386375,-97.740293,181.0,,26518.0,,,,Travis,92731,1262697,142451,1120246,11.281487165963014
263,263,Paul Mitchell the School-San Antonio,San Antonio,TX,78259,78259,Private Non-Profit,29.610611,-98.465779,292.0,,26612.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
264,264,The Art Institute of Austin,Bastrop,TX,78602,78602,Private Non-Profit,30.110905,-97.313486,78.0,44078.0,,20794.0,20794.0,,Bastrop,80151,95924,11454,84470,11.940703056586464
265,265,Remington College-Houston Southeast Campus,Webster,TX,77598,77598,Private for Profit,29.52528,-95.123503,63.0,31964.0,,13401.0,13401.0,,Harris,70789,4677056,737681,3939375,15.772336273074345
266,266,Hands on Therapy,Mesquite,TX,75149,75149,Private Non-Profit,32.787719,-96.60627,50.0,,21713.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
267,267,MediaTech Institute-Dallas,Dallas,TX,75234,75234,Private Non-Profit,32.92427,-96.902721,204.0,,24368.0,,,,Dallas,70732,2573799,359882,2213917,13.982521556656131
268,268,Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,78259-2792,78259,Private Non-Profit,29.637354,-98.452126,225.0,,23292.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
269,269,South Texas Training Center,San Benito,TX,78586,78586,Private Non-Profit,26.156604,-97.652989,160.0,14714.0,,12370.0,12370.0,,Cameron,47435,418955,106182,312773,25.34448807151126
270,270,MediaTech Institute-Houston,Houston,TX,77042,77042,Private Non-Profit,29.724809,-95.568341,73.0,,24023.0,,,,Harris,70789,4677056,737681,3939375,15.772336273074345
271,271,Lamson Institute,San Antonio,TX,78238,78238,Private Non-Profit,29.481426,-98.607504,390.0,,28323.0,,,,Bexar,67275,1977132,299972,1677160,15.172077534529812
272,272,South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,78521,78521,Private Non-Profit,25.944046,-97.502052,247.0,,26257.0,,,,Cameron,47435,418955,106182,312773,25.34448807151126
273,273,Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,78416,78416,Private Non-Profit,27.739649,-97.433269,320.0,,26807.0,,,,Nueces,64027,345480,59784,285696,17.30461965960403
274,274,Houston International College Cardiotech Ultrasound School,Houston,TX,77099,77099,Private Non-Profit,29.675203,-95.592909,41.0,25943.0,,11978.0,11978.0,1.0,Harris,70789,4677056,737681,3939375,15.772336273074345
275,275,DuVall's School of Cosmetology,Bedford,TX,76021,76021,Private Non-Profit,32.852275,-97.168105,90.0,,23403.0,,,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
276,276,Texas Beauty College,Haltom city,TX,76117,76117,Private Non-Profit,32.826045,-97.265311,68.0,,9176.0,,,,Tarrant,78872,2083760,229643,1854117,11.02060697969056
